type1,classifier1,class1,type2,classifier2,class2,overlap
AlertsOfInterest,FINK_PORTAL,EmG,AlertsOfInterest,FINK_PORTAL,EmG,6.0
AlertsOfInterest,FINK_PORTAL,Seyfert1,AlertsOfInterest,FINK_PORTAL,Seyfert1,6.0
SourcesOfInterest,FINK_PORTAL,Seyfert1,SourcesOfInterest,FINK_PORTAL,Seyfert1,6.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-11,6.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,EclBin,6.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,SB*,6.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-8,6.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,Radio,6.0
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FEATURES,FC-15,6.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FEATURES,FC-8,6.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,Radio,6.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-15,6.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-3,6.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-3,6.0
AlertsOfInterest,FINK_PORTAL,SB*,AlertsOfInterest,FEATURES,FC-3,6.0
AlertsOfInterest,FEATURES,FC-8,AlertsOfInterest,FINK_PORTAL,V*,6.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-10,6.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-11,6.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-24,6.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-24,6.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,SB*,6.0
AlertsOfInterest,FINK_PORTAL,Radio,AlertsOfInterest,FEATURES,FC-38,6.0
SourcesOfInterest,FEATURES,FC-10,SourcesOfInterest,FINK_PORTAL,EB*,6.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,EB*,6.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,EB*,6.0
AlertsOfInterest,FEATURES,FC-24,AlertsOfInterest,FINK_PORTAL,QSO,6.0
SourcesOfInterest,FINK_PORTAL,EmG,SourcesOfInterest,FINK_PORTAL,EmG,6.0
SourcesOfInterest,FINK_PORTAL,LINER,SourcesOfInterest,FINK_PORTAL,LINER,6.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-10,6.0
AlertsOfInterest,FINK_PORTAL,LINER,AlertsOfInterest,FINK_PORTAL,LINER,6.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,BYDraV*,5.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FINK_PORTAL,BYDraV*,5.0
SourcesOfInterest,FINK_PORTAL,BYDraV*,SourcesOfInterest,FEATURES,FC-2,5.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-2,5.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,Variable*,5.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,C*,5.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,RGB*,5.0
SourcesOfInterest,FINK_PORTAL,Early SN Ia candidate,SourcesOfInterest,FINK_PORTAL,Early SN Ia candidate,5.0
SourcesOfInterest,FINK_PORTAL,C*,SourcesOfInterest,FEATURES,FC-38,5.0
SourcesOfInterest,FINK_PORTAL,Variable*,SourcesOfInterest,FEATURES,FC-38,5.0
AlertsOfInterest,FINK_PORTAL,RotV*alf2CVn,AlertsOfInterest,FINK_PORTAL,RotV*alf2CVn,5.0
AlertsOfInterest,FEATURES,FC-20,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,5.0
AlertsOfInterest,FEATURES,FC-4,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,5.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-4,5.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FINK_PORTAL,EclBin,5.0
AlertsOfInterest,FEATURES,FC-22,AlertsOfInterest,FINK_PORTAL,EclBin,5.0
AlertsOfInterest,FINK_PORTAL,BYDraV*,AlertsOfInterest,FEATURES,FC-2,5.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-2,5.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-22,5.0
SourcesOfInterest,FINK_PORTAL,RGB*,SourcesOfInterest,FEATURES,FC-3,5.0
AlertsOfInterest,FINK_PORTAL,Early SN Ia candidate,AlertsOfInterest,FINK_PORTAL,Early SN Ia candidate,5.0
AlertsOfInterest,FINK_PORTAL,BYDraV*,AlertsOfInterest,FEATURES,FC-11,5.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FINK_PORTAL,EclBin,5.0
SourcesOfInterest,FEATURES,FC-22,SourcesOfInterest,FINK_PORTAL,EclBin,5.0
SourcesOfInterest,FEATURES,FC-20,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,5.0
SourcesOfInterest,FEATURES,FC-4,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,5.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FEATURES,FC-4,5.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,C*,5.0
SourcesOfInterest,FINK_PORTAL,HB*,SourcesOfInterest,FINK_PORTAL,HB*,5.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,RGB*,5.0
AlertsOfInterest,FINK_PORTAL,RGB*,AlertsOfInterest,FEATURES,FC-3,5.0
AlertsOfInterest,FINK_PORTAL,HB*,AlertsOfInterest,FINK_PORTAL,HB*,5.0
SourcesOfInterest,FINK_PORTAL,BYDraV*,SourcesOfInterest,FEATURES,FC-11,5.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-20,5.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FEATURES,FC-20,5.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,BYDraV*,5.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FINK_PORTAL,BYDraV*,5.0
AlertsOfInterest,FINK_PORTAL,C*,AlertsOfInterest,FEATURES,FC-38,5.0
AlertsOfInterest,FINK_PORTAL,Variable*,AlertsOfInterest,FEATURES,FC-38,5.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,Variable*,5.0
SourcesOfInterest,FINK_PORTAL,RotV*alf2CVn,SourcesOfInterest,FINK_PORTAL,RotV*alf2CVn,5.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-22,5.0
SourcesOfInterest,FINK_PORTAL,CV*_Candidate,SourcesOfInterest,FINK_PORTAL,CV*_Candidate,4.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-0,4.0
SourcesOfInterest,FINK_PORTAL,Solar System MPC,SourcesOfInterest,FEATURES,FC-0,4.0
SourcesOfInterest,FINK_PORTAL,BYDra,SourcesOfInterest,FEATURES,FC-2,4.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FEATURES,FC-2,4.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-2,4.0
SourcesOfInterest,FEATURES,FC-39,SourcesOfInterest,FINK_PORTAL,Variable*,4.0
SourcesOfInterest,FINK_PORTAL,delSctV*,SourcesOfInterest,FINK_PORTAL,delSctV*,4.0
AlertsOfInterest,FINK_PORTAL,HMXB,AlertsOfInterest,FINK_PORTAL,HMXB,4.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FINK_PORTAL,Star,4.0
AlertsOfInterest,FEATURES,FC-4,AlertsOfInterest,FINK_PORTAL,Star,4.0
SourcesOfInterest,FINK_PORTAL,EB*_Candidate,SourcesOfInterest,FEATURES,FC-38,4.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FEATURES,FC-38,4.0
SourcesOfInterest,FINK_PORTAL,GinCl,SourcesOfInterest,FINK_PORTAL,GinCl,4.0
AlertsOfInterest,FEATURES,FC-19,AlertsOfInterest,FEATURES,FC-19,4.0
AlertsOfInterest,FEATURES,FC-43,AlertsOfInterest,FEATURES,FC-43,4.0
SourcesOfInterest,FINK_PORTAL,HMXB,SourcesOfInterest,FINK_PORTAL,HMXB,4.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,V*,4.0
AlertsOfInterest,FINK_PORTAL,RSCVn,AlertsOfInterest,FINK_PORTAL,RSCVn,4.0
AlertsOfInterest,FEATURES,FC-0,AlertsOfInterest,FINK_PORTAL,Solar System MPC,4.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-4,4.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,Solar System MPC,4.0
AlertsOfInterest,FEATURES,FC-0,AlertsOfInterest,FINK_PORTAL,EclBin,4.0
AlertsOfInterest,FEATURES,FC-12,AlertsOfInterest,FINK_PORTAL,EclBin,4.0
AlertsOfInterest,FEATURES,FC-21,AlertsOfInterest,FINK_PORTAL,EclBin,4.0
AlertsOfInterest,FINK_PORTAL,BYDra,AlertsOfInterest,FEATURES,FC-2,4.0
AlertsOfInterest,FINK_PORTAL,LPV*,AlertsOfInterest,FEATURES,FC-2,4.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-2,4.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-3,4.0
AlertsOfInterest,FEATURES,FC-8,AlertsOfInterest,FINK_PORTAL,EB*,4.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-21,4.0
AlertsOfInterest,FINK_PORTAL,Variable*,AlertsOfInterest,FEATURES,FC-39,4.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,EclBin,4.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FINK_PORTAL,EclBin,4.0
SourcesOfInterest,FEATURES,FC-21,SourcesOfInterest,FINK_PORTAL,EclBin,4.0
AlertsOfInterest,FINK_PORTAL,CV*_Candidate,AlertsOfInterest,FINK_PORTAL,CV*_Candidate,4.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-4,4.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FINK_PORTAL,LPV*,4.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,LPV*,4.0
SourcesOfInterest,FEATURES,FC-19,SourcesOfInterest,FEATURES,FC-19,4.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-8,4.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-8,4.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FINK_PORTAL,LPV*,4.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,LPV*,4.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FINK_PORTAL,Star,4.0
SourcesOfInterest,FEATURES,FC-4,SourcesOfInterest,FINK_PORTAL,Star,4.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FEATURES,FC-3,4.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,V*,4.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FINK_PORTAL,BYDra,4.0
SourcesOfInterest,FEATURES,FC-43,SourcesOfInterest,FEATURES,FC-43,4.0
AlertsOfInterest,FINK_PORTAL,BClG,AlertsOfInterest,FINK_PORTAL,BClG,4.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FINK_PORTAL,BYDra,4.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,EB*_Candidate,4.0
SourcesOfInterest,FINK_PORTAL,RSCVn,SourcesOfInterest,FINK_PORTAL,RSCVn,4.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,EB*_Candidate,4.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-0,4.0
AlertsOfInterest,FINK_PORTAL,Solar System MPC,AlertsOfInterest,FEATURES,FC-0,4.0
AlertsOfInterest,FINK_PORTAL,delSctV*,AlertsOfInterest,FINK_PORTAL,delSctV*,4.0
AlertsOfInterest,FINK_PORTAL,EB*_Candidate,AlertsOfInterest,FEATURES,FC-38,4.0
AlertsOfInterest,FINK_PORTAL,LPV*,AlertsOfInterest,FEATURES,FC-38,4.0
SourcesOfInterest,FEATURES,FC-8,SourcesOfInterest,FINK_PORTAL,EB*,4.0
AlertsOfInterest,FEATURES,FC-39,AlertsOfInterest,FINK_PORTAL,Variable*,4.0
SourcesOfInterest,FINK_PORTAL,BClG,SourcesOfInterest,FINK_PORTAL,BClG,4.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-12,4.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-21,4.0
SourcesOfInterest,FINK_PORTAL,Variable*,SourcesOfInterest,FEATURES,FC-39,4.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-12,4.0
AlertsOfInterest,FINK_PORTAL,GinCl,AlertsOfInterest,FINK_PORTAL,GinCl,4.0
SourcesOfInterest,FEATURES,FC-22,SourcesOfInterest,FINK_PORTAL,BYDraV*,3.0
SourcesOfInterest,FEATURES,FC-8,SourcesOfInterest,FINK_PORTAL,BYDraV*,3.0
SourcesOfInterest,FINK_PORTAL,EclBin_Candidate,SourcesOfInterest,FINK_PORTAL,EclBin_Candidate,3.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-0,3.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-2,3.0
SourcesOfInterest,FINK_PORTAL,YSO_Candidate,SourcesOfInterest,FEATURES,FC-2,3.0
SourcesOfInterest,FINK_PORTAL,GtowardsGroup,SourcesOfInterest,FINK_PORTAL,GtowardsGroup,3.0
SourcesOfInterest,FEATURES,FC-10,SourcesOfInterest,FINK_PORTAL,Variable*,3.0
SourcesOfInterest,FEATURES,FC-22,SourcesOfInterest,FINK_PORTAL,Variable*,3.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,Variable*,3.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,3.0
AlertsOfInterest,FEATURES,FC-0,AlertsOfInterest,FINK_PORTAL,Star,3.0
AlertsOfInterest,FEATURES,FC-22,AlertsOfInterest,FINK_PORTAL,Star,3.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FEATURES,FC-38,3.0
SourcesOfInterest,FINK_PORTAL,RSCVnV*,SourcesOfInterest,FEATURES,FC-38,3.0
SourcesOfInterest,FINK_PORTAL,Seyfert_2,SourcesOfInterest,FEATURES,FC-38,3.0
SourcesOfInterest,FINK_PORTAL,PulsV*delSct,SourcesOfInterest,FINK_PORTAL,PulsV*delSct,3.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-19,3.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,3.0
SourcesOfInterest,FEATURES,FC-10,SourcesOfInterest,FINK_PORTAL,RRLyr,3.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,V*,3.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FINK_PORTAL,V*,3.0
SourcesOfInterest,FEATURES,FC-35,SourcesOfInterest,FINK_PORTAL,V*,3.0
SourcesOfInterest,FEATURES,FC-39,SourcesOfInterest,FINK_PORTAL,V*,3.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FINK_PORTAL,YSO_Candidate,3.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FINK_PORTAL,YSO_Candidate,3.0
AlertsOfInterest,FEATURES,FC-19,AlertsOfInterest,FINK_PORTAL,EclBin,3.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FEATURES,FC-2,3.0
AlertsOfInterest,FINK_PORTAL,YSO_Candidate,AlertsOfInterest,FEATURES,FC-2,3.0
AlertsOfInterest,FINK_PORTAL,GtowardsGroup,AlertsOfInterest,FINK_PORTAL,GtowardsGroup,3.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-1,3.0
SourcesOfInterest,FINK_PORTAL,BYDraV*,SourcesOfInterest,FEATURES,FC-22,3.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-22,3.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-22,3.0
SourcesOfInterest,FINK_PORTAL,Variable*,SourcesOfInterest,FEATURES,FC-22,3.0
SourcesOfInterest,FINK_PORTAL,Variable*,SourcesOfInterest,FEATURES,FC-3,3.0
SourcesOfInterest,FEATURES,FC-7,SourcesOfInterest,FEATURES,FC-7,3.0
AlertsOfInterest,FEATURES,FC-1,AlertsOfInterest,FINK_PORTAL,EB*,3.0
AlertsOfInterest,FEATURES,FC-22,AlertsOfInterest,FINK_PORTAL,EB*,3.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FEATURES,FC-17,3.0
AlertsOfInterest,FINK_PORTAL,RSCVnV*,AlertsOfInterest,FEATURES,FC-11,3.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FEATURES,FC-11,3.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FEATURES,FC-39,3.0
AlertsOfInterest,FEATURES,FC-10,AlertsOfInterest,FINK_PORTAL,blue,3.0
AlertsOfInterest,FEATURES,FC-44,AlertsOfInterest,FINK_PORTAL,blue,3.0
SourcesOfInterest,FEATURES,FC-19,SourcesOfInterest,FINK_PORTAL,EclBin,3.0
AlertsOfInterest,FINK_PORTAL,EclBin_Candidate,AlertsOfInterest,FINK_PORTAL,EclBin_Candidate,3.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-1,3.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-19,3.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-35,3.0
SourcesOfInterest,FINK_PORTAL,BYDraV*,SourcesOfInterest,FEATURES,FC-8,3.0
SourcesOfInterest,FINK_PORTAL,EB*_Candidate,SourcesOfInterest,FEATURES,FC-8,3.0
SourcesOfInterest,FEATURES,FC-10,SourcesOfInterest,FINK_PORTAL,blue,3.0
SourcesOfInterest,FEATURES,FC-44,SourcesOfInterest,FINK_PORTAL,blue,3.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FEATURES,FC-35,3.0
SourcesOfInterest,FINK_PORTAL,TTauri*,SourcesOfInterest,FINK_PORTAL,TTauri*,3.0
AlertsOfInterest,FINK_PORTAL,BYDraV*,AlertsOfInterest,FEATURES,FC-8,3.0
AlertsOfInterest,FINK_PORTAL,EB*_Candidate,AlertsOfInterest,FEATURES,FC-8,3.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,RSCVnV*,3.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,RSCVnV*,3.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,Star,3.0
SourcesOfInterest,FEATURES,FC-22,SourcesOfInterest,FINK_PORTAL,Star,3.0
AlertsOfInterest,FEATURES,FC-16,AlertsOfInterest,FEATURES,FC-16,3.0
AlertsOfInterest,FINK_PORTAL,Variable*,AlertsOfInterest,FEATURES,FC-3,3.0
AlertsOfInterest,FEATURES,FC-7,AlertsOfInterest,FEATURES,FC-7,3.0
AlertsOfInterest,FINK_PORTAL,PulsV*delSct,AlertsOfInterest,FINK_PORTAL,PulsV*delSct,3.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,RSCVnV*,3.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,RSCVnV*,3.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,V*,3.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FINK_PORTAL,V*,3.0
AlertsOfInterest,FEATURES,FC-35,AlertsOfInterest,FINK_PORTAL,V*,3.0
AlertsOfInterest,FEATURES,FC-39,AlertsOfInterest,FINK_PORTAL,V*,3.0
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FEATURES,FC-10,3.0
SourcesOfInterest,FINK_PORTAL,Variable*,SourcesOfInterest,FEATURES,FC-10,3.0
SourcesOfInterest,FINK_PORTAL,blue,SourcesOfInterest,FEATURES,FC-10,3.0
SourcesOfInterest,FINK_PORTAL,RSCVnV*,SourcesOfInterest,FEATURES,FC-11,3.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-11,3.0
SourcesOfInterest,FEATURES,FC-16,SourcesOfInterest,FEATURES,FC-16,3.0
AlertsOfInterest,FINK_PORTAL,TTauri*,AlertsOfInterest,FINK_PORTAL,TTauri*,3.0
SourcesOfInterest,FEATURES,FC-8,SourcesOfInterest,FINK_PORTAL,EB*_Candidate,3.0
AlertsOfInterest,FEATURES,FC-22,AlertsOfInterest,FINK_PORTAL,BYDraV*,3.0
AlertsOfInterest,FEATURES,FC-8,AlertsOfInterest,FINK_PORTAL,BYDraV*,3.0
AlertsOfInterest,FEATURES,FC-8,AlertsOfInterest,FINK_PORTAL,EB*_Candidate,3.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-0,3.0
AlertsOfInterest,FEATURES,FC-10,AlertsOfInterest,FINK_PORTAL,RRLyr,3.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FEATURES,FC-17,3.0
SourcesOfInterest,FINK_PORTAL,blue,SourcesOfInterest,FEATURES,FC-44,3.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,Seyfert_2,3.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,AlertsOfInterest,FEATURES,FC-38,3.0
AlertsOfInterest,FINK_PORTAL,RSCVnV*,AlertsOfInterest,FEATURES,FC-38,3.0
AlertsOfInterest,FINK_PORTAL,Seyfert_2,AlertsOfInterest,FEATURES,FC-38,3.0
AlertsOfInterest,FINK_PORTAL,blue,AlertsOfInterest,FEATURES,FC-44,3.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FINK_PORTAL,EB*,3.0
SourcesOfInterest,FEATURES,FC-22,SourcesOfInterest,FINK_PORTAL,EB*,3.0
AlertsOfInterest,FEATURES,FC-10,AlertsOfInterest,FINK_PORTAL,Variable*,3.0
AlertsOfInterest,FEATURES,FC-22,AlertsOfInterest,FINK_PORTAL,Variable*,3.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,Variable*,3.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-39,3.0
AlertsOfInterest,FINK_PORTAL,RRLyr,AlertsOfInterest,FEATURES,FC-10,3.0
AlertsOfInterest,FINK_PORTAL,Variable*,AlertsOfInterest,FEATURES,FC-10,3.0
AlertsOfInterest,FINK_PORTAL,blue,AlertsOfInterest,FEATURES,FC-10,3.0
AlertsOfInterest,FINK_PORTAL,BYDraV*,AlertsOfInterest,FEATURES,FC-22,3.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-22,3.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-22,3.0
AlertsOfInterest,FINK_PORTAL,Variable*,AlertsOfInterest,FEATURES,FC-22,3.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,Seyfert_2,3.0
SourcesOfInterest,FINK_PORTAL,AGN_Candidate,SourcesOfInterest,FINK_PORTAL,AGN_Candidate,2.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,AGN_Candidate,2.0
SourcesOfInterest,FEATURES,FC-10,SourcesOfInterest,FINK_PORTAL,BYDraV*,2.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,BYDraV*,2.0
SourcesOfInterest,FEATURES,FC-44,SourcesOfInterest,FINK_PORTAL,BYDraV*,2.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,EclBin_Candidate,2.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-0,2.0
SourcesOfInterest,FINK_PORTAL,RSCVn,SourcesOfInterest,FEATURES,FC-0,2.0
SourcesOfInterest,FEATURES,FC-7,SourcesOfInterest,FINK_PORTAL,QSO,2.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,Variable*,2.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,delSctV*,2.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,2.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,2.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,RGB*,2.0
SourcesOfInterest,FINK_PORTAL,AGN_Candidate,SourcesOfInterest,FEATURES,FC-38,2.0
SourcesOfInterest,FINK_PORTAL,delSctV*,SourcesOfInterest,FEATURES,FC-38,2.0
AlertsOfInterest,FINK_PORTAL,RRLyrae,AlertsOfInterest,FEATURES,FC-25,2.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-43,2.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,2.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,2.0
SourcesOfInterest,FEATURES,FC-22,SourcesOfInterest,FINK_PORTAL,RRLyr,2.0
SourcesOfInterest,FEATURES,FC-22,SourcesOfInterest,FINK_PORTAL,V*,2.0
AlertsOfInterest,FINK_PORTAL,AGN_Candidate,AlertsOfInterest,FINK_PORTAL,AGN_Candidate,2.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,AGN_Candidate,2.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,2.0
AlertsOfInterest,FEATURES,FC-22,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,2.0
