ra,dec,mag,proper
4.668557,-24.482368,5.56,
4.674031,-19.671493,4.32,
4.676039,-41.863752,4.44,
4.688822,28.614994,5.73,
4.690032,48.300881,5.66,
4.697283,38.280182,5.97,
4.700965,-37.144297,5.04,
4.704084,22.956926,4.27,
4.712899,-50.481334,5.3,
4.715089,43.365138,5.3,
4.717764,-70.931027,5.53,
4.719249,-30.765557,5.66,
4.722665,49.973789,5.86,
4.726318,-8.794317,5.98,
4.734811,-8.503571,5.78,
4.73555,-18.666586,5.53,
4.739205,-59.732733,5.28,
4.740508,11.146137,5.39,
4.751156,-21.283383,5.72,
4.758375,-3.254657,4.01,
4.76715,11.705591,5.35,
4.771341,18.734693,5.99,
4.779021,40.31259,5.99,
4.793413,-16.934456,5.49,
4.800069,56.757183,5.29,
4.809037,-16.329484,5.76,
4.810107,-5.674045,5.77,
4.813968,75.941219,5.96,
4.820235,31.437375,5.57,
4.821965,32.588191,5.84,
4.830669,6.961276,3.19,Tabit
4.831846,37.488275,4.89,
4.83656,-16.217159,5.03,
4.843534,8.900176,4.35,
4.848706,-53.461508,5.58,
4.852594,48.740685,5.64,
4.853434,5.605104,3.68,
4.856239,18.839861,5.08,
4.857837,-34.906286,5.82,
4.868109,63.505421,5.47,
4.875545,14.250642,4.71,
4.877218,36.703187,4.79,
4.879754,27.897485,5.97,
4.879933,42.586626,5.68,
4.881575,-5.452695,4.36,
4.889659,2.508225,5.33,
4.900836,66.342678,4.26,
4.904193,2.440672,3.71,
4.913027,11.426006,5.18,
4.913273,7.779097,5.33,
4.914086,0.467167,5.98,
4.914924,10.150833,4.64,
4.917537,55.259109,5.52,
4.918562,-16.74067,5.71,
4.919765,-74.936852,5.47,
4.921847,-16.417767,5.71,
4.930598,15.040278,5.79,
4.935299,52.869761,5.75,
4.939521,13.514466,4.06,
4.940052,-5.171356,5.5,
4.949894,33.16609,2.69,Hassaleh
4.95478,53.752101,4.43,
4.956206,17.153677,5.51,
4.963513,23.948562,5.79,
4.969275,25.050405,5.79,
4.975806,1.714016,4.47,
4.980829,-82.470512,5.84,
4.983713,-16.376027,5.65,
4.987612,37.890245,4.93,
4.997348,-10.263325,5.39,
4.998816,-12.537416,4.78,
5.005095,39.394701,5.95,
5.005755,81.194088,5.09,
5.023772,-20.051918,4.91,
5.023985,-7.173965,4.8,
5.030654,0.722112,5.91,
5.032815,43.823308,3.03,Almaaz
5.03606,-26.275029,5.01,
5.039668,-31.771333,5.92,
5.041301,41.075837,3.69,Saclateni
5.045279,-71.3143,5.3,
5.045828,-22.795052,5.74,
5.045943,-4.210121,5.86,
5.046861,-49.151407,5.37,
5.051596,21.589962,4.62,
5.05697,60.442245,4.03,
5.064797,-24.388151,5.61,
5.07344,-35.482978,4.55,
5.076153,15.404105,4.65,
5.082776,-49.577837,5.05,
5.087832,-26.152391,5.71,
5.091018,-22.371032,3.19,
5.091853,-57.472704,4.71,
5.102349,58.972372,5.22,
5.10858,41.234474,3.18,Haedus
5.111289,51.59772,4.98,
5.112681,-4.655163,5.12,
5.1236,-12.491269,5.97,
5.124164,18.645052,4.91,
5.126116,-63.399679,5.19,
5.130111,20.418379,5.28,
5.130829,-5.086446,2.78,Cursa
5.131359,8.498429,5.33,
5.132066,21.704821,5.84,
5.135173,24.265175,5.5,
5.138942,-8.665324,5.8,
5.145472,-4.456207,5.11,
5.15244,-8.754081,4.25,
5.155456,9.829579,5.43,
5.161654,15.597232,4.81,
5.162524,28.030461,5.93,
5.178585,46.96207,5.67,
5.18866,-2.490782,5.89,
5.189686,-11.849089,5.6,
5.194879,16.045673,5.18,
5.195931,1.037028,5.88,
5.204973,-11.869219,4.45,
5.206237,73.946674,5.44,
5.213369,-6.05719,5.9,
5.215528,-16.205468,3.29,
5.220522,-12.941291,4.36,
5.221523,2.861265,4.46,
5.223811,38.484498,4.82,
5.229288,-67.185255,4.81,
5.241346,-35.976996,5.75,
5.242298,-8.20164,0.18,Rigel
5.245569,5.156151,5.5,
5.25677,-26.943509,5.06,
5.256777,32.6876,5.01,
5.267815,11.341354,5.52,
5.271708,34.312317,5.99,
5.27815,45.997991,0.08,Capella
5.291411,-34.895207,4.81,
5.293442,-6.844409,3.59,
5.294512,-13.519826,5.48,
5.302935,33.371613,4.54,
5.30368,73.268071,5.81,
5.304359,42.792111,5.55,
5.314017,-18.13005,5.96,
5.316674,33.748394,5.38,
5.318995,40.099051,4.69,
5.319783,2.595806,5.34,
5.321278,22.096494,4.96,
5.322813,-50.605967,5.44,
5.323246,-27.368884,5.98,
5.326257,-13.176788,4.29,
5.333062,-12.315585,5.29,
5.333589,33.958054,5.05,
5.337409,41.086212,5.46,
5.339615,62.653711,5.64,
5.340811,-21.239763,4.7,
5.353524,29.569884,5.66,
5.358845,-0.416491,5.68,
5.3621,8.428556,5.78,
5.362708,-0.382465,4.72,
5.362849,-24.772981,5.06,
5.363448,41.804572,5.22,
5.376036,79.231149,5.08,
5.380556,3.544452,4.99,
5.380644,41.02926,5.54,
5.388475,-8.415595,5.99,
5.390006,-39.678423,5.73,
5.391065,57.544395,5.24,
5.39171,-13.927352,5.25,
5.395086,-0.159818,5.69,
5.399119,-7.808065,4.13,
5.407071,17.383534,5.0,
5.407914,-16.975781,5.64,
5.407949,-2.397146,3.35,
5.40803,-0.891328,5.07,
5.4107,31.143148,5.94,
5.410873,37.385346,5.02,
5.412452,1.846445,4.89,
5.417151,-10.328887,5.6,
5.418851,6.349702,1.64,Bellatrix
5.433285,-19.695399,5.78,
5.438198,28.60745,1.65,Elnath
5.438687,-58.91252,5.14,
5.44689,34.39181,5.92,
5.447286,3.095674,4.59,
5.451478,-40.94351,5.86,
5.452298,30.208603,5.69,
5.452804,17.962216,5.4,
5.460579,21.936965,4.88,
5.460802,34.475892,5.08,
5.462669,15.874052,5.52,
5.467114,17.23913,5.77,
5.470756,-20.759441,2.81,Nihal
5.470926,-37.230767,5.56,
5.487916,25.150215,5.47,
5.489913,-3.446394,5.8,
5.49555,-1.092239,4.71,
5.498548,1.78926,5.77,
5.502632,-47.077655,5.46,
5.502835,63.06722,5.43,
5.507268,15.360449,5.93,
5.51307,5.948139,4.2,
5.513514,41.461994,5.99,
5.518785,-20.863659,5.53,
5.520209,-35.470519,3.86,
5.520703,3.292133,5.46,
5.526666,-45.925317,5.86,
5.531318,-76.340964,5.18,
5.532183,-7.301537,4.62,
5.533445,-0.299092,2.25,Mintaka
5.536875,18.594234,4.32,
5.537262,17.058128,5.5,
5.54482,-1.591831,5.34,
5.545465,32.192022,4.71,
5.545504,-17.822289,2.58,Arneb
5.547613,-38.513371,5.45,
5.549873,-64.227517,5.34,
5.552049,-35.139376,5.75,
5.558735,-1.156073,5.36,
5.558786,18.540231,5.67,
5.560421,-62.489825,3.76,
5.565079,14.305578,5.6,
5.567791,-1.470253,5.92,
5.571326,3.766895,5.32,
5.579106,-73.741277,5.79,
5.580344,9.489579,4.39,
5.583613,-6.00927,5.67,
5.584078,-6.002027,4.78,
5.585633,9.934158,3.39,Meissa
5.587011,10.240093,5.6,
5.587631,-33.079724,5.76,
5.587728,-5.387315,4.98,
5.587907,-5.389696,5.13,
5.589695,-5.41606,4.98,
5.589768,-4.838358,4.58,
5.590551,-5.909901,2.75,Hatysa
5.590869,24.039589,5.37,
5.594301,-4.856067,5.24,
5.603559,-1.20192,1.69,Alnilam
5.609784,54.428658,5.74,
5.609915,-6.064752,5.71,
5.615108,9.290673,4.09,
5.617704,17.040324,5.53,
5.617884,11.035005,5.97,
5.61916,-80.469122,5.65,
5.619123,26.924473,5.83,
5.627413,21.142549,2.97,Tianguan
5.629061,-28.68969,5.28,
5.633644,7.54142,5.87,
5.643881,-6.573959,5.96,
5.643913,30.492412,5.4,
5.645424,-40.707306,5.81,
5.645769,-2.600069,3.77,
5.648079,-7.212829,4.77,
5.653096,4.121467,4.5,
5.655087,29.215213,5.98,
5.658653,-3.564704,5.99,
5.660817,-34.074108,2.65,Phact
5.662277,25.897091,5.18,
5.663845,-32.629216,5.44,
5.679313,-1.942572,1.74,Alnitak
5.680754,-1.128787,4.95,
5.684888,0.337753,5.93,
5.688255,16.534148,4.84,
5.703877,-22.373715,5.88,
5.704221,-34.667812,5.29,
5.707347,65.697649,5.62,
5.707953,1.474629,4.9,
5.714976,-6.796168,5.97,
5.722686,-18.557475,5.73,
5.741057,-22.448382,3.59,
5.746223,-65.735526,4.34,
5.765012,49.826255,5.46,
5.766637,-32.306435,5.18,
5.77427,-46.59718,5.31,
5.775106,56.115575,5.93,
5.776364,1.168193,5.95,
5.781149,9.522343,5.78,
5.782595,-14.82195,3.55,
5.786987,14.488322,5.72,
5.788079,-51.066514,3.85,
5.79061,17.729141,5.47,
5.795252,13.899599,5.28,
5.795941,-9.669605,2.07,Saiph
5.800065,6.454156,5.26,
5.809706,-4.094648,5.97,
5.816935,24.567535,4.88,
5.819567,39.181071,4.51,
5.825814,12.651324,4.89,
5.826817,-14.483665,5.49,
5.830451,-56.166663,4.5,
5.831528,-22.971872,5.87,
5.831539,-66.901187,5.1,
5.834079,9.871218,5.79,
5.836962,4.423406,5.96,
5.837999,-79.361362,5.46,
5.841363,14.305608,5.54,
5.841674,2.0247,5.97,
5.848117,-52.108873,5.16,
5.849329,-35.768309,3.12,Wazn
5.849475,27.967861,5.6,
5.850675,37.305573,4.72,
5.855357,-20.879089,3.76,
5.856107,-7.518003,5.36,
5.858166,39.14848,3.97,
5.868814,-9.0419,5.95,
5.872276,-57.156191,5.93,
5.872859,14.171787,5.6,
5.873168,19.867849,5.96,
5.874011,1.855134,4.76,
5.875883,-37.631063,5.62,
5.885245,-33.801361,4.88,
5.88879,27.612262,4.56,
5.901658,-63.089627,4.65,
5.906386,20.276174,4.39,
5.912119,-11.774192,5.62,
5.912232,0.968615,5.99,
5.913916,-52.635481,5.29,
5.914107,55.706947,4.96,
5.91458,-39.957857,5.55,
5.915746,19.749614,5.92,
5.916063,59.888367,5.2,
5.916387,31.701496,5.9,
5.919529,7.407063,0.45,Betelgeuse
5.924975,-37.120668,4.97,
5.925048,-4.616546,5.87,
5.937296,-22.839975,5.95,
5.939151,-31.38244,5.52,
5.940082,-14.1677,3.71,
5.941121,9.509396,5.97,
5.947069,11.521058,5.89,
5.958947,-35.28328,4.36,
5.966571,25.953912,4.81,
5.973456,1.837108,5.89,
5.977097,-44.034562,5.81,
5.980437,0.552979,5.21,
5.981455,12.808264,5.7,
5.984531,-9.55825,5.04,
5.985778,-42.815135,3.96,
5.989384,49.92454,5.9,
5.992111,54.284656,3.72,
5.992149,44.947433,1.9,Menkalinan
5.995351,37.212585,2.65,Mahasim
5.998917,45.936736,4.3,
6.00093,-3.074253,4.53,
6.013661,-51.216319,5.65,
6.016267,47.901923,5.71,
6.021194,-33.911835,5.54,
6.028627,48.959445,5.98,
6.030673,-10.59793,4.92,
6.039722,9.647276,4.12,
6.054333,-26.284544,5.03,
6.057602,19.690561,5.14,
6.065329,20.138452,4.64,
6.068671,23.263341,4.16,
6.070417,-6.708941,5.19,
6.072296,-32.17243,5.65,
6.077811,-45.078932,5.93,
6.082829,5.41997,5.67,
6.082878,4.158671,5.63,
6.083091,-16.484435,4.92,
6.084276,42.981635,5.9,
6.090842,-10.242596,5.88,
6.090882,-35.513647,5.8,
6.101538,-29.758624,5.79,
6.10259,-14.935254,4.67,
6.102603,-66.039621,5.72,
6.108916,-23.110846,5.46,
6.109749,38.482644,5.35,
6.11076,-4.193836,5.37,
6.115976,-21.812299,5.74,
6.117604,-62.154581,5.04,
6.117686,-34.312021,5.82,
6.125453,-37.25292,5.0,Elkurud
6.126201,14.768472,4.42,
6.128233,-19.165866,5.28,
6.13135,-42.154043,5.5,
6.145643,-68.843409,5.06,
6.149407,-22.427412,5.49,
6.149418,2.499692,5.7,
6.15901,22.190262,5.93,
6.15959,-14.584619,5.56,
6.162218,23.113466,5.75,
6.163322,-22.774343,5.71,
6.16639,58.935694,5.35,
6.169558,-40.353792,5.54,
6.170632,-74.753045,5.08,
6.171642,-54.968645,4.72,
6.1763,-27.154343,5.72,
6.1875,-65.589417,5.01,
6.192307,24.420253,5.83,
6.193496,48.710989,5.78,
6.197726,-6.550287,5.06,
6.198999,14.208765,4.45,
6.200372,19.790543,5.76,
6.200911,16.130406,4.95,
6.20559,32.69338,5.78,
6.214182,65.718422,5.36,
6.231732,-3.741374,5.83,
6.241273,17.906353,5.86,
6.243529,-4.568457,5.83,
6.247467,19.156448,5.2,
6.247592,-6.274776,3.99,
6.247961,22.506799,3.31,Propus
6.252334,-20.272186,5.88,
6.252353,13.851098,5.91,
6.254923,-18.477163,5.99,
6.256304,29.498076,4.32,
6.25698,16.143175,5.34,
6.258243,-4.914719,5.99,
6.259518,-0.512189,5.62,
6.261257,59.998975,5.37,
6.262468,-13.718414,5.0,
6.26249,12.551067,5.44,
6.268803,-16.618006,5.97,
6.274061,12.272163,5.04,
6.275871,-35.140519,4.37,
6.283675,-37.737445,5.54,
6.285172,9.94239,5.39,
6.285991,-37.253498,5.88,
6.287816,5.100112,5.7,
6.294923,-16.815908,5.15,
6.298563,61.515286,5.01,
6.303813,-19.966974,5.51,
6.314051,-9.390018,5.36,
6.314105,69.319787,4.76,
6.316382,-20.925611,5.79,
6.327052,59.010964,4.44,
6.328043,-34.396591,5.76,
6.328555,-7.822908,5.27,
6.333222,-2.944493,4.91,
6.334507,14.651127,5.67,
6.338553,-30.063367,3.02,Furud
6.3434,-34.144144,5.55,
6.356865,-11.773238,5.48,
6.362811,53.452179,5.34,
6.368564,-33.4364,3.85,
6.37729,-69.984043,5.56,
6.378329,-17.955918,1.98,Mirzam
6.382179,-56.369969,5.6,
6.382673,22.513586,2.87,Tejat
6.396135,4.592865,4.39,
6.398866,-25.577629,5.61,
6.399195,-52.69566,-0.62,Canopus
6.400281,-36.707764,5.62,
6.402867,-11.530088,5.21,
6.40385,-60.281325,5.78,
6.414973,49.287893,4.92,
6.421263,-0.945883,5.88,
6.424623,-69.690299,5.37,
6.428793,-48.176898,5.76,
6.440514,56.285096,5.53,
6.444329,-1.507336,5.87,
6.44691,58.417409,5.21,
6.451147,-58.002116,5.82,
6.453823,0.299246,5.19,
6.454331,-0.275999,5.55,
6.455681,2.908288,5.55,
6.465992,-4.762154,5.06,
6.469503,-32.58007,4.47,
6.476136,30.493034,5.75,
6.477061,-17.466009,5.76,
6.477568,-32.371279,5.74,
6.480297,-7.033062,3.76,
6.482719,20.212133,4.13,
6.491255,-56.852766,5.2,
6.496969,-50.239085,5.28,
6.500827,46.685554,5.88,
6.503132,-10.081511,5.92,
6.512858,-27.769575,5.92,
6.51309,58.162633,5.86,
6.520304,-35.25884,5.82,
6.521744,-51.825953,5.58,
6.523068,-12.391953,5.16,
6.530083,11.544412,5.22,
6.530573,-8.158235,5.43,
6.530935,-23.418422,4.34,
6.532864,-58.753835,5.69,
6.538668,4.855999,5.88,
6.539271,-37.696702,5.25,
6.539758,-5.86882,5.6,
6.540885,32.454898,5.82,
6.54416,-32.030447,5.73,
6.548396,7.332965,4.47,
6.560046,14.155163,5.57,
6.560534,-1.220154,5.09,
6.563745,-36.232029,5.42,
6.576481,-32.716255,5.62,
6.58294,-52.975607,4.35,
6.584274,-22.964793,4.54,
6.586684,28.022314,5.26,
6.58773,0.890216,5.78,
6.588221,9.988335,5.93,
6.590061,-36.779879,5.59,
6.606347,-18.659904,5.71,
6.609121,38.4455,5.4,
6.609814,-5.211143,5.52,
6.611399,-19.255879,3.95,
6.612944,-13.321036,5.95,
6.62051,-36.990651,5.72,
6.627332,56.857531,5.87,
6.6282,61.481233,5.94,
6.628528,16.399252,1.93,Alhena
6.629353,-43.195934,3.17,
6.629891,-32.339735,5.25,
6.631506,-18.237478,4.42,
6.639725,28.984354,5.76,
6.643787,-48.220183,5.05,
6.644317,39.390854,5.7,
6.646995,39.902559,5.34,
6.654644,-14.145764,4.82,
6.655507,42.488877,4.8,
6.66185,-30.470491,5.7,
6.663255,12.982768,5.99,
6.667474,-80.813593,5.61,
6.674679,77.995782,5.75,
6.675624,71.748786,5.88,
6.682961,9.895754,4.66,
6.684845,0.495323,5.79,
6.698996,-9.167537,5.21,
6.706757,17.645303,5.2,
6.718051,44.52445,5.04,
6.727402,3.932528,5.88,
6.732202,25.131124,3.06,Mebsuta
6.733137,13.228017,4.49,
6.741241,-31.070523,5.23,
6.745961,28.970932,5.42,
6.752481,-16.716116,-1.44,Sirius
6.754824,12.895591,3.35,Alzirr
6.756378,-31.793661,5.92,
6.758664,-30.94898,5.62,
6.764922,-52.409691,5.81,
6.766499,-14.796127,5.3,
6.770595,59.44167,4.86,
6.77067,79.564811,5.44,
6.775671,8.587153,5.92,
6.777505,-10.10736,5.66,
6.778983,43.577427,5.24,
6.780417,57.169176,5.34,
6.780859,-14.425971,5.28,
6.7813,-51.265667,5.39,
6.78853,-55.539988,5.6,
6.788842,8.037254,4.77,
6.789278,-37.929698,5.27,
6.793673,-8.998503,5.08,
6.794327,48.789476,5.22,
6.79768,2.412159,4.48,
6.803194,-61.941391,3.24,
6.803407,55.704195,5.54,
6.805296,-1.318922,5.75,
6.816038,-15.144726,5.39,
6.821225,-2.272038,5.75,
6.828143,32.606756,5.72,
6.83051,16.202888,5.87,
6.830683,-32.508478,3.5,
6.830921,-53.622449,4.41,
6.831838,-46.61456,5.14,
6.832266,-50.61456,2.94,
6.83938,-17.084555,5.77,
6.839819,-31.706057,5.74,
6.840416,13.413177,5.68,
6.846097,41.78123,4.99,
6.847176,-0.540882,5.78,
6.847876,-34.367318,4.99,
6.849191,67.571934,5.14,
6.857495,-70.963411,5.41,
6.859179,21.761148,5.28,
6.861785,-36.23027,5.94,
6.866664,23.601718,5.68,
6.879816,33.961254,3.6,
6.880408,8.380373,5.75,
6.884738,59.448543,5.34,
6.88856,-19.032763,5.65,
6.892474,-20.224254,4.82,
6.895068,68.888309,5.11,
6.902209,-24.184211,3.89,
6.903167,-12.038628,4.08,
6.906851,-1.126996,5.44,
6.910732,13.177827,4.73,
6.917427,-20.404876,5.8,
6.921853,25.375697,5.74,
6.927064,-20.136497,4.66,
6.929702,-22.941439,5.29,
6.935179,-14.04343,5.0,
6.935618,-17.054242,4.36,
6.937775,-48.721144,4.94,
6.940509,9.956578,5.9,
6.942238,46.273998,5.85,
6.942911,-79.420193,5.45,
6.94891,46.705352,5.88,
6.950145,33.681039,5.91,
6.954612,58.422759,4.35,
6.95942,-24.630841,5.45,
6.960309,45.094094,4.9,
6.973638,-34.111708,5.07,
6.976639,-25.414157,5.59,
6.977097,-28.972084,1.5,Adhara
6.982507,3.602355,5.96,
6.997378,-67.916443,5.18,
7.001081,76.977408,4.55,
7.004396,16.078998,5.73,
7.006599,-8.406821,5.95,
7.014303,-51.402585,5.14,
7.018318,-25.215634,5.64,
7.022612,70.808296,5.69,
7.028652,-27.93483,3.49,Nganurganity
7.032329,-5.722065,5.22,
7.038193,15.336008,5.78,
7.040217,24.215446,5.2,
7.040426,17.755521,5.96,
7.04258,16.674447,5.86,
7.048549,-4.239231,4.99,
7.050409,-23.833291,3.02,
7.054195,-59.178109,5.5,
7.054977,9.138355,5.96,
7.058457,29.337081,5.93,
7.060576,10.951817,5.14,
7.062637,-15.633286,4.11,Muliphein
7.064896,-49.58392,4.92,
7.065928,-43.608039,5.56,
7.067444,-42.33728,5.2,
7.068124,-5.323979,5.63,
7.068481,20.570297,4.01,Mekbuda
7.071757,-56.749724,5.14,
7.094174,9.1858,5.78,
7.103222,34.473967,5.55,
7.111324,-11.294014,5.41,
7.118633,-40.893268,5.8,
7.120359,-51.968283,5.96,
7.122889,34.009288,5.94,
7.122941,-23.840722,5.75,
7.130414,7.471214,5.74,
7.139455,15.930675,5.47,
7.139857,-26.3932,1.83,Wezen
7.145098,-70.497087,5.68,
7.145788,-70.498932,3.78,
7.147519,-39.655657,4.83,
7.161951,-25.231034,5.69,
7.170467,-4.237106,4.91,
7.172034,-27.49152,5.46,
7.179858,-48.932098,5.12,
7.185659,30.245163,4.41,
7.189741,26.856587,5.75,
7.189893,-0.301928,5.44,
7.194255,39.320549,4.91,
7.19489,-20.883063,5.84,
7.197739,-0.492764,4.15,
7.203393,-25.942588,5.91,
7.204392,-40.498808,5.3,
7.207173,-36.544381,5.94,
7.207327,24.128594,5.85,
7.20935,-46.759305,4.49,
7.218665,-11.251341,5.77,
7.220377,-45.182739,4.87,
7.222854,16.158966,5.07,
7.223166,51.428745,5.46,
7.22334,-22.674241,5.99,
7.225637,-44.639739,4.42,
7.236347,-3.901779,5.8,
7.237559,-26.352507,4.42,
7.237644,-9.947533,5.9,
7.238906,3.111414,5.36,
7.242395,12.115824,5.71,
7.243928,-48.271927,4.75,
7.244993,24.884984,5.84,
7.246117,-46.849672,5.72,
7.246849,-26.772667,4.01,
7.247546,-27.037996,5.58,
7.249209,-41.426394,5.95,
7.255854,-30.686447,5.36,
7.255901,-52.499226,5.96,
7.260953,7.977742,5.78,
7.262011,-10.583605,5.95,
7.263925,47.239964,5.54,
7.265267,59.637467,5.2,
7.26588,27.897419,5.75,
7.27071,-15.585689,5.46,
7.270965,-46.774533,5.64,
7.275515,-38.318928,5.81,
7.276387,-27.881179,4.66,
7.276898,-23.315594,4.83,
7.280392,-36.592633,5.03,
7.280508,-67.957152,3.97,
7.285711,-37.09747,2.71,
7.2927,52.131071,5.93,
7.300616,40.883392,5.87,
7.301181,-43.986786,5.86,
7.30155,16.540383,3.58,
7.30511,-36.733962,4.65,
7.308883,49.464756,5.0,
7.309309,-39.210285,5.24,
7.310607,-36.742735,5.11,
7.311216,-24.558701,4.88,
7.311802,-24.954375,4.37,
7.314243,-26.585854,5.29,
7.322881,2.740694,5.9,
7.324494,-16.395244,5.7,
7.329901,7.142947,5.91,
7.335383,21.98232,3.5,Wasat
7.339288,-52.311524,5.5,
7.344114,-52.085924,5.38,
7.349524,-14.360489,5.59,
7.351204,-25.891643,5.87,
7.354864,45.2282,5.74,
7.365795,20.443658,5.09,
7.367397,36.760584,5.12,
7.367633,0.177121,5.99,
7.370425,-19.0166,4.94,
7.373719,-5.982829,5.83,
7.381127,55.281392,5.8,
7.383527,-31.923781,5.4,
7.391254,25.050531,5.04,
7.391386,-27.834294,5.37,
7.392193,-32.202067,5.41,
7.401584,-29.303104,2.45,Aludra
7.402352,40.672389,5.23,
7.409292,27.637857,5.77,
7.411163,-16.201473,5.18,
7.412182,-31.808905,5.35,
7.415857,51.887258,5.8,
7.416161,11.669524,5.37,
7.418977,-13.751978,5.79,
7.423686,-25.217767,5.79,
7.42727,-79.094188,5.54,
7.427471,9.276097,4.99,
7.428779,27.79808,3.78,
7.430889,-5.774961,5.98,
7.439403,-51.018481,5.09,
7.44513,-34.140692,5.9,
7.445237,49.211527,4.61,
7.448981,20.257557,5.94,
7.449856,-23.086023,5.65,
7.452219,-17.864861,5.6,
7.452512,8.289315,2.89,Gomeisa
7.461927,-22.859199,5.98,
7.462324,21.445247,5.2,
7.46435,-11.556867,5.79,
7.466434,-29.155896,5.55,
7.467243,6.941968,5.22,
7.469387,8.92553,4.33,
7.480876,-31.848401,5.95,
7.480968,48.18393,5.7,
7.484699,-31.456216,5.78,
7.484916,-38.812065,5.41,
7.485195,31.78455,4.16,
7.487179,-43.301432,3.25,
7.488519,-1.905329,5.6,
7.489012,28.118275,5.07,
7.489474,-10.326664,5.75,
7.490455,-7.551168,5.86,
7.496606,12.006564,4.55,
7.49688,27.916146,5.01,
7.497615,-23.024287,4.85,
7.498867,49.672463,5.35,
7.499925,-52.651157,5.87,
7.508587,-54.399365,5.95,
7.511834,-30.962281,4.65,
7.514638,68.465621,5.63,
7.517911,82.411466,4.92,
7.53011,17.086046,5.45,
7.534934,-8.881326,5.9,
7.534986,1.914481,5.24,
7.552716,-24.710731,5.84,
7.553241,3.290379,5.59,
7.555434,-19.412525,5.64,
7.560134,15.826662,5.27,
7.563323,-14.523892,4.82,
7.564179,-36.338392,5.42,
7.567551,-22.296067,4.44,
7.571081,3.371725,5.83,
7.571839,-23.473661,5.06,
7.576333,-27.012275,5.78,
7.576634,31.888276,1.58,Castor
7.585778,30.960924,5.34,
7.589694,-28.369323,4.65,
7.594365,-52.533836,4.93,
7.598708,26.895741,4.06,
7.601082,-14.492771,5.66,
7.608789,46.180288,5.66,
7.609641,5.862171,5.89,
7.611398,-19.702338,5.69,
7.6122,-48.830167,5.69,
7.613067,55.75506,5.93,
7.621303,-4.110979,5.14,
7.622809,-34.96853,4.53,
7.631628,48.773842,5.93,
7.638346,-25.364804,4.69,
7.638391,-48.601436,5.68,
7.64246,35.04855,5.58,
7.645528,-36.49683,5.78,
7.647186,-26.803836,3.8,
7.65276,34.584346,4.89,Jishui
7.655033,5.224993,0.4,Procyon
7.657595,-38.308021,4.84,
7.657942,17.674519,5.04,
7.662171,-38.139287,5.73,
7.663299,-38.260652,5.76,
7.666109,-37.579422,5.99,
7.670425,-19.660861,5.92,
7.67075,38.344539,5.77,
7.673114,-15.26392,4.98,
7.675295,87.020091,5.05,
7.682922,23.018527,5.93,
7.686782,48.131533,5.58,
7.687454,-9.551131,3.94,
7.687727,-38.533532,5.41,
7.693099,3.624779,5.95,
7.697004,-72.606098,3.93,
7.697735,13.480453,5.79,
7.700894,14.208503,5.55,
7.713376,-26.351326,5.64,
7.715865,-45.173118,5.04,
7.716788,58.71036,4.93,
7.719996,-36.050089,5.6,
7.721867,28.88351,4.23,
7.725663,-28.410885,4.63,
7.728307,-40.933746,5.12,
7.73013,-28.954826,3.94,
7.734495,50.433794,5.31,
7.735254,25.784159,5.3,
7.736027,-36.062505,5.8,
7.740793,24.397993,3.57,
7.742825,-24.674079,5.62,
7.74283,-37.942917,5.89,
7.754249,-37.968584,3.62,
7.755277,28.026199,1.16,Pollux
7.759736,-34.172363,5.36,
7.765797,-14.563805,5.03,
7.767275,-6.772511,5.49,
7.768736,18.510043,4.89,
7.769596,-37.93367,5.87,
7.771167,10.768252,5.25,
7.777577,37.517394,5.15,
7.777793,65.455676,5.93,
7.786821,-22.51951,5.9,
7.790276,-38.511145,5.07,
7.791757,33.415697,5.14,
7.792085,-46.60849,5.22,
7.799089,-12.192705,5.48,
7.801436,-25.937169,4.4,
7.805608,-47.077722,4.69,
7.817132,-24.912208,5.32,
7.818533,-56.41036,5.57,
7.82024,-46.857717,5.82,
7.820257,-60.283688,5.78,
7.820638,-46.373205,4.1,
7.820736,-35.243286,5.94,
7.821571,-24.859786,3.34,Azmidi
7.826502,-33.28895,5.61,
7.828054,-66.195974,5.78,
7.828111,-17.228408,5.17,
7.836271,-9.183441,5.6,
7.839957,-50.509468,5.89,
7.861663,1.766868,5.12,
7.861952,-21.173662,5.62,
7.862862,-13.898029,5.16,
7.870288,-40.575786,3.71,
7.871024,-34.705442,5.01,
7.871911,-14.846175,5.69,
7.874929,-54.367165,5.7,
7.877402,-38.862812,4.49,
7.879961,-5.428257,5.76,
7.884308,-36.363769,5.44,
7.884344,-49.613044,4.63,
7.888378,-48.102934,4.22,
7.891616,26.765783,4.97,
7.903058,-35.877287,5.48,
7.911864,47.564596,5.47,
7.91482,-57.302806,5.62,
7.925398,8.86284,5.86,
7.927749,19.88397,5.38,
7.938514,-60.526436,5.74,
7.946313,-52.98236,3.46,
7.94765,-22.880119,4.2,
7.94939,-43.500411,5.36,
7.949848,15.790281,5.8,
7.955118,-44.109859,5.08,
7.961141,-30.33457,4.76,
7.962946,-60.303072,5.59,
7.964368,-45.577669,5.14,
7.970678,-49.244912,4.47,
7.972404,2.224767,5.3,
7.98071,-60.824462,5.77,
7.983835,-45.215844,5.98,
7.984921,-23.310396,5.09,
7.991217,-39.296944,5.22,
7.993762,-60.587061,5.19,
7.995598,-3.679583,4.93,
7.997792,-18.399228,4.61,
