type1,classifier1,class1,type2,classifier2,class2,overlap
SourcesOfInterest,FINK_PORTAL,TTauri*,SourcesOfInterest,FEATURES,FC-17,1.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,RRLyr,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,RRLyr,1.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,V*,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,low-mass*,1.0
SourcesOfInterest,FINK_PORTAL,low-mass*,SourcesOfInterest,FINK_PORTAL,low-mass*,1.0
AlertsOfInterest,FINK_PORTAL,**,AlertsOfInterest,FINK_PORTAL,**,1.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,EmG,1.0
AlertsOfInterest,FINK_PORTAL,TTau*_Candidate,AlertsOfInterest,FINK_PORTAL,TTau*_Candidate,1.0
SourcesOfInterest,FINK_PORTAL,**,SourcesOfInterest,FINK_PORTAL,**,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,EclBin_Candidate,1.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,1.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,S*,1.0
SourcesOfInterest,FINK_PORTAL,S*,SourcesOfInterest,FINK_PORTAL,S*,1.0
SourcesOfInterest,FINK_PORTAL,brownD*_Candidate,SourcesOfInterest,FINK_PORTAL,brownD*_Candidate,1.0
AlertsOfInterest,FINK_PORTAL,BlueSG*,AlertsOfInterest,FINK_PORTAL,BlueSG*,1.0
AlertsOfInterest,FINK_PORTAL,BlueStraggler,AlertsOfInterest,FINK_PORTAL,BlueStraggler,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,HorBranch*,1.0
AlertsOfInterest,FINK_PORTAL,HorBranch*,AlertsOfInterest,FINK_PORTAL,HorBranch*,1.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,S*,1.0
AlertsOfInterest,FINK_PORTAL,S*,AlertsOfInterest,FINK_PORTAL,S*,1.0
AlertsOfInterest,FINK_PORTAL,SN,AlertsOfInterest,FINK_PORTAL,SN,1.0
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FINK_PORTAL,Seyfert1,1.0
SourcesOfInterest,FINK_PORTAL,AGB*,SourcesOfInterest,FEATURES,FC-0,1.0
SourcesOfInterest,FINK_PORTAL,EB*_Candidate,SourcesOfInterest,FEATURES,FC-0,1.0
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FEATURES,FC-0,1.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-0,1.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,HighPM*,1.0
SourcesOfInterest,FINK_PORTAL,Pec*,SourcesOfInterest,FINK_PORTAL,Pec*,1.0
SourcesOfInterest,FINK_PORTAL,Planet,SourcesOfInterest,FINK_PORTAL,Planet,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,PulsV*delSct,1.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,TTauri*,1.0
AlertsOfInterest,FEATURES,FC-0,AlertsOfInterest,FINK_PORTAL,EB*_Candidate,1.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,EB*_Candidate,1.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,EB*_Candidate,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,EB*_Candidate,1.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,HighPM*,1.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,TTauri*,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,X,1.0
AlertsOfInterest,FINK_PORTAL,X,AlertsOfInterest,FINK_PORTAL,X,1.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,EB*_Candidate,1.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,EB*_Candidate,1.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,EB*_Candidate,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,EB*_Candidate,1.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,Radio,1.0
SourcesOfInterest,FINK_PORTAL,SN,SourcesOfInterest,FINK_PORTAL,SN,1.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,Seyfert2,1.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,Seyfert2,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,X,1.0
SourcesOfInterest,FINK_PORTAL,X,SourcesOfInterest,FINK_PORTAL,X,1.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,Blue,1.0
AlertsOfInterest,FINK_PORTAL,Cl*,AlertsOfInterest,FINK_PORTAL,Cl*,1.0
AlertsOfInterest,FEATURES,FC-5,AlertsOfInterest,FINK_PORTAL,EclBin,1.0
AlertsOfInterest,FINK_PORTAL,C*,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,CV*_Candidate,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,EB*_Candidate,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,EclBin_Candidate,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,GinGroup,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,GtowardsCl,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,HB*_Candidate,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,HorBranch*,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,LINER,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,LP*_Candidate,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,PulsV*delSct,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,RRLyr,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,RSCVnV*,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,RotV*,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,Seyfert_2,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,X,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,YSO,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FINK_PORTAL,low-mass*,AlertsOfInterest,FEATURES,FC-3,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,YSO,1.0
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FINK_PORTAL,EB*,1.0
SourcesOfInterest,FINK_PORTAL,C*,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,CV*_Candidate,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,EB*_Candidate,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,EclBin_Candidate,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,GinGroup,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,GtowardsCl,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,HB*_Candidate,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,HorBranch*,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,LINER,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,PulsV*delSct,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,RSCVnV*,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,RotV*,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,Seyfert_2,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,X,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,YSO,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,low-mass*,SourcesOfInterest,FEATURES,FC-3,1.0
SourcesOfInterest,FINK_PORTAL,QSO_Candidate,SourcesOfInterest,FINK_PORTAL,QSO_Candidate,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,YSO,1.0
SourcesOfInterest,FINK_PORTAL,deltaCep,SourcesOfInterest,FINK_PORTAL,deltaCep,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,CV*_Candidate,1.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,ChemPec*,1.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,ChemPec*,1.0
AlertsOfInterest,FINK_PORTAL,Blue,AlertsOfInterest,FEATURES,FC-17,1.0
AlertsOfInterest,FINK_PORTAL,ChemPec*,AlertsOfInterest,FEATURES,FC-17,1.0
AlertsOfInterest,FINK_PORTAL,EB*_Candidate,AlertsOfInterest,FEATURES,FC-17,1.0
AlertsOfInterest,FINK_PORTAL,Em*,AlertsOfInterest,FEATURES,FC-17,1.0
AlertsOfInterest,FINK_PORTAL,GtowardsGroup,AlertsOfInterest,FEATURES,FC-17,1.0
AlertsOfInterest,FINK_PORTAL,HighPM*,AlertsOfInterest,FEATURES,FC-17,1.0
AlertsOfInterest,FINK_PORTAL,LP*_Candidate,AlertsOfInterest,FEATURES,FC-17,1.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,AlertsOfInterest,FEATURES,FC-17,1.0
AlertsOfInterest,FINK_PORTAL,PulsV*,AlertsOfInterest,FEATURES,FC-17,1.0
AlertsOfInterest,FINK_PORTAL,TTauri*,AlertsOfInterest,FEATURES,FC-17,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,LINER,1.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,RSCVnV*,1.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,YSO_Candidate,1.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,YSO_Candidate,1.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,ChemPec*,1.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,ChemPec*,1.0
SourcesOfInterest,FINK_PORTAL,C*,SourcesOfInterest,FEATURES,FC-13,1.0
SourcesOfInterest,FINK_PORTAL,PulsV*,SourcesOfInterest,FEATURES,FC-13,1.0
SourcesOfInterest,FINK_PORTAL,RSCVn,SourcesOfInterest,FEATURES,FC-13,1.0
SourcesOfInterest,FINK_PORTAL,Radio,SourcesOfInterest,FEATURES,FC-13,1.0
SourcesOfInterest,FINK_PORTAL,RotV*,SourcesOfInterest,FEATURES,FC-13,1.0
SourcesOfInterest,FINK_PORTAL,C*,SourcesOfInterest,FEATURES,FC-6,1.0
SourcesOfInterest,FINK_PORTAL,CataclyV*,SourcesOfInterest,FEATURES,FC-6,1.0
SourcesOfInterest,FINK_PORTAL,RRLyrae,SourcesOfInterest,FEATURES,FC-6,1.0
SourcesOfInterest,FINK_PORTAL,S*,SourcesOfInterest,FEATURES,FC-6,1.0
SourcesOfInterest,FINK_PORTAL,Seyfert2,SourcesOfInterest,FEATURES,FC-6,1.0
SourcesOfInterest,FINK_PORTAL,Seyfert_2,SourcesOfInterest,FEATURES,FC-6,1.0
SourcesOfInterest,FINK_PORTAL,YSO_Candidate,SourcesOfInterest,FEATURES,FC-6,1.0
SourcesOfInterest,FINK_PORTAL,delSctV*,SourcesOfInterest,FEATURES,FC-6,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,RSCVnV*,1.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,delSctV*,1.0
AlertsOfInterest,FINK_PORTAL,AGB*,AlertsOfInterest,FEATURES,FC-0,1.0
AlertsOfInterest,FINK_PORTAL,EB*_Candidate,AlertsOfInterest,FEATURES,FC-0,1.0
AlertsOfInterest,FINK_PORTAL,RRLyr,AlertsOfInterest,FEATURES,FC-0,1.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FEATURES,FC-0,1.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,GtowardsGroup,1.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,GtowardsGroup,1.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,LP*_Candidate,1.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,LP*_Candidate,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,LP*_Candidate,1.0
AlertsOfInterest,FINK_PORTAL,Planet,AlertsOfInterest,FINK_PORTAL,Planet,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,PulsV*delSct,1.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,TTau*,1.0
AlertsOfInterest,FINK_PORTAL,TTau*,AlertsOfInterest,FINK_PORTAL,TTau*,1.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,C*,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,C*,1.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,C*,1.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-10,1.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,GtowardsCl,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,GtowardsCl,1.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,GtowardsGroup,1.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,GtowardsGroup,1.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,1.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,RotV*,1.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,RotV*,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,RotV*,1.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,Seyfert1,1.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,YSO_Candidate,1.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,YSO_Candidate,1.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-10,1.0
AlertsOfInterest,FINK_PORTAL,C*,AlertsOfInterest,FEATURES,FC-13,1.0
AlertsOfInterest,FINK_PORTAL,PulsV*,AlertsOfInterest,FEATURES,FC-13,1.0
AlertsOfInterest,FINK_PORTAL,RSCVn,AlertsOfInterest,FEATURES,FC-13,1.0
AlertsOfInterest,FINK_PORTAL,Radio,AlertsOfInterest,FEATURES,FC-13,1.0
AlertsOfInterest,FINK_PORTAL,RotV*,AlertsOfInterest,FEATURES,FC-13,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,GinGroup,1.0
AlertsOfInterest,FINK_PORTAL,Pec*,AlertsOfInterest,FINK_PORTAL,Pec*,1.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,Radio,1.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,RotV*,1.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,RotV*,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,RotV*,1.0
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FINK_PORTAL,Seyfert2,1.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,Seyfert2,1.0
AlertsOfInterest,FEATURES,FC-0,AlertsOfInterest,FINK_PORTAL,V*,1.0
AlertsOfInterest,FINK_PORTAL,brownD*_Candidate,AlertsOfInterest,FINK_PORTAL,brownD*_Candidate,1.0
